其他课程专区,,,点击此处返回首页,,,,
,,,,,,,
杨絮不吃苦瓜,【哈佛大学公开课】幸福课（积极心理学）【心理学】,TalBen Shahar,,网易公开课,直接搜索课程名称即可,我最近不太快乐，甚至有点痛苦，这一套课程把我从糟糕的情绪困境里拉出来了。它确实让我变得更加幸福。我愿意称呼它为人生必看的课程。,2021.2.8
是我中奖了吗,高中数学,b站数学微课帮,,b站,BV154411i7JS,高中数学非常好,2020.2.8
无纹西瓜,罡渡晨星AE-Plexus粒子全析教学32节,罡渡晨星,,B站,BV1Nx41117tb,手指舞看起来酷炫，做起来简单，我最喜欢,2020.2.8
落花似人流水,现场急救,郑莉萍等,,南昌大学网络教学平台,http://mooc1.chaoxing.com/course/213962074.html,必备现场急救知识，当然，希望大家用不上。之前有幸上过郑教授的课，讲得挺好。,2020.2.8
无纹西瓜,VRay3.0教程 | 材质 | 灯光 | 渲染,琅泽老高,,琅泽学院,https://www.langze.net/course/3,从原理上进行解析的系统vray教程，系统系统系统，重要的事情说三遍,2020.2.8
众议院吾无者无,零基础学习小提琴,周聪,,b站官方,,很喜欢这个老师讲的非常好非常适合初学者,2020.2.8
烟雨休,绘画（油画棒）,我是yadoo,,B站up主,BV17i4y1E7Ks,油画棒20种新技法，干货满满，新手必备,2021.2.8
我想吃肉,JavaSE,动力节点,,B站官方账号,BV1Rx411876f,适合零基础的小白，老师讲的很基础,2021.2.8
烟雨休,微信公众号推文编辑＋排版教程,CYY-yyyy,,B站up主,BV1Gx41197Bt,社团企划部入职第二天竟被要求做公众号推文，那天全靠它救命,2021.2.8
烟雨休,搜索引擎技巧,蜡笔和小勋,,B站up主,BV1YK4y1t7bg,八个技巧助你快速查资料，社工必备？？？？？,2021.2.8
烟雨休,7分钟学会日语声调,喵宝日语,,B站up主,BV1Nx411C7fc,适合日本语入门，漫画讲解，速记日本语声调，记忆方法很简单，只是up普通话怪怪的，一定要坚持听完弄懂啊,2021.2.8
烟雨休,5分钟教你做视觉小说／galgame,凉宫春日应援团,,B站up主,BV1gZ4y1K7Y9,推荐推荐，支持支持，up手把手教学，无偿提供软件工具,2021.2.8
烟雨休,像素画头像制作教程,蓝雾月夜,,B站up主,BV1r7411Z7rT,做头像可以的，做好萌萌哒，羡煞朋友圈，我做了个半成品，实在太懒啊哈哈，有蓝牙鼠标可以连手机，或者开模拟器，鼠标好用,2021.2.8
烟雨休,新标日本语初级精讲,葉子先生酱,,B站up主,BV1es41127PE,小葉老师活泼可爱，讲解细致，气氛活跃,2021.2.8
傻李娃,恋爱情感,晨哥真有料,,B站up主,BV1rv411e7o9,如何恋爱,2021.2.9
TrueheartViana,Davinci教程,影视飓风,,B站up主,BV1B7411A7M1,达芬奇系列教程，系统讲述剪辑流程，还有素材可以练手,2021/2/9
浅淡cccc,英语学习（语音、语法、美文朗读）,英语兔,,B站up主,https://space.bilibili.com/483162496/,,2021/2/9
浅淡cccc,普通话发音（播音主持）,泽小水,,B站up主,https://space.bilibili.com/4312108/,,2021/2/9
浅淡cccc,ps、pr、ae等,doyoudo,,B站官方账号,,,2021/2/9
,高中物理,HuangFuRen,,B站up主,直接搜索HuangFuRen 即可,可以说是通俗易懂了,
是我阿克希呀,薛大大lumion8渲染器教程,薛大大生态设计师,,B站up主,基础篇（一）BV1Mp411Z7Vo  材质篇（二）BV1np411Z7E6   灯光篇（三）BV1Ys411j7Nc   特效篇（四）BV1Bs41177zF   MAX转lumion（五）BV1UW411P74V   室内小空间（六）BV19p411Z7SC   商业外立面（七）BV1bp411d7qz   自制室外参数（八）BV1js411H7EV   全景图教程（九）BV1zp411R7ub   动画教程（十）BV16s411E7RQ,lumion8教程里面最简单易懂、清晰明了而且功能讲解齐全。,44235
淡定淡定608,素描入门,艺格画苑,,B站up主,BV17t41117zH,,44235
海不咸但甜,Lr教程 （上）,秋凉,,B站up主,https://www.bilibili.com/video/BV17s411K7VX?,老师讲得很细致很耐心，不但知其然，更知其所以然。虽然一开始会觉得老师讲的没什么用，但是老师是在帮我们一点点地打好基础。而且老师讲得很好，绝对的深入浅出！,44235
,Lr教程 （下）,,,B站up主,https://www.bilibili.com/video/BV1Ab411E7sq?,老师讲得很细致很耐心，不但知其然，更知其所以然。虽然一开始会觉得老师讲的没什么用，但是老师是在帮我们一点点地打好基础。而且老师讲得很好，绝对的深入浅出！,
余慕雪,一个分享高效工具与思维的博主,topbook,,B站/微信公众号,直接搜索,,2020.2.10
关钟鹏的甜心儿,泰语入门,和Leo学泰语,,B站,https://b23.tv/jOcdXd,老师讲得巨细致，从零基础开始，学习泰语必听！课本是《基础泰语》，目前《基础泰语2》已更新完。,2021.2.10
小肥皂,最脍炙人口的古典音乐Top100（全曲版）（完坑）（进度：100%！）(修复中,B站id：南斗第六星,,B站,https://www.bilibili.com/video/BV1ux411c7Vj,提升对古典音乐感知,2021.2.10
悠二二,影视后期、nuke,吕馆长LvGuan,,B站,https://www.bilibili.com/video/BV1cf4y1X7zG,少有的nuke课程,2021.2.10
Liver,汉语言文学、诗词,南开大学叶嘉莹老师,,b站,BV1D54y1s7fA,叶嘉莹先生的中华诗词讲,2021.2.10
巫术的分类,尤克里里自学入门弹唱教学,趣弹音乐尤克里里,,B站,https://www.bilibili.com/video/BV1Kx41147iq,过于简单易学，没别的理由了。免费的弹唱和指弹课程,2021.2.9
客服爹,python基础、办公自动化、网络爬虫,B站ID:孙兴华zz,,B站,https://www.bilibili.com/video/BV1HE41157bu,从python入门到应用很全的,44235
SitDown,资本论思想解读,复旦大学哲学系王德峰教授,,B站,https://www.bilibili.com/video/BV11a4y1W7uE,入门资本论的思想导论，提纲掣领,44237
,Java/C/Unity等系列教程,,,b站up原创,https://space.bilibili.com/6708009?from=search&seid=16804438116949042049,一个b站up的半收费软件和编程教学，可看的视频中有部分隐藏，去up的网站可以收费观看,2021.2.25
神奇的柯老师,专业化妆造型师培训（持续更新中）,专业化妆师培训,,B站（作者原创）,https://space.bilibili.com/1100529315,持续更新完整的化妆师专业课程，适合从零基础开始或以上的各种人群入门,2021.2.25
,java全栈,,,B站,https://www.kuangstudy.com/,B站up主所建网站，帮你把学习的顺序都处理好了，学就是了,44256
,【钢琴】《零基础学钢琴视频教学教程》,,,,https://www.bilibili.com/video/BV1Fz4y1R7ap/,老师讲得巨细致，从零基础开始，学习钢琴必听！,
,【钢琴】哈农钢琴练指法课程,,,,https://www.bilibili.com/video/BV1FU4y1s7Lm/,老师讲得巨细致，从零基础开始，学习钢琴必听！,
,【钢琴】拜厄钢琴基本教程,,,,https://www.bilibili.com/video/BV1Yr4y1A7N9/,老师讲得巨细致，从零基础开始，学习钢琴必听！,
,建筑CAD（AutoCAD2014）,,,建筑云课APP,直接搜索,讲的基本功能和很多知识点，十分详细，零基础可以学，主要讲机械制图，但土建也可以听,
,mindmanager使用教程,檀东东Tango,,B站,https://space.bilibili.com/14739873/channel/detail?cid=165909&ctype=0,,2021.8.16
冲啊羊羊,高中数学,一数,B站,,,B站UP主，一数，讲的非常好，详细过程思路多种解法。,
大大怪,日语初学,偏头鱼喵,日语,,,,
Vicky婷,刑法学,罗翔,法学,,,,
人工智障深度瞎学之路,learning how to learn,Barbara Oakley
Dr. Terrence Sejnowski,其它课程区
与包含有教育学、神经学有关,,,https://www.coursera.org/learn/learning-how-to-learn
是一个介绍如何去学习新东西的课程，是该coursera网站最火的课程，在深度学习领域享有盛誉，常常被各种书籍推荐，我本人也十分喜欢这课程，课程中学到了信息是如何被编码进大脑、编码的信息如何存储在不同的脑区，如何调用存储的信息，举例的僵尸、弹珠、组块、记忆宫殿例子十分生动形象，令我印象深刻，还教了很多技巧以及技巧的使用条件，比如对付拖延的番茄法、学习新材料时适用回顾法、对材料特别熟悉时才适用思维导图法。还有很多的与大佬的访谈记录十分珍贵，大佬的回答就是对所学课程知识的另一种解释，让我更好的理解这课程教授的知识。还有该网站和UP的本意具有一致的，免费传播优质内容，该官网提供官方翻译，很良心。,
真永,B站：形式美法则合集,B站up主：恒星创设的一恒,建筑/室内/软装设计,,,空间设计案例很丰富，案例也比较新，讲解轻松不枯燥，实战性不错。,
晨晨,结构力学,杨飏,土木工程,,,,
SpringINeuroscience,Time-frequency analysis,Mike X Cohen,神经科学/信号分析,Flamenco378,https://www.bilibili.com/video/BV1Nz4y16733?from=search&seid=14236250642584126789&spm_id_from=333.337.0.0,视频是B站up从油管搬运的。 
对于EEG/ECoG/LFP等神经电生理信号进行时频分析的神经科学科研人员来说这是一个很好的入门课程。
虽然没有字幕，但Cohen的语速适中，发音清晰，基本没有理解难度~,
笑禅一味,计算机网络,高君,计算机/网络,中国大学MOOC,https://www.icourse163.org/course/HNKJ-1461816178,复杂枯燥的内容简化生动明了,
风一样的夏天L,零基础自学音乐学乐理合集-第二季（最终版）/更新中,三分钟音乐社  西蒙,音乐,B站,https://www.bilibili.com/video/BV14p4y1e7TV?p=69&spm_id_from=pageDriver,老师非常照顾入门学习者。是我对比b站目前几个播放量最多的基础乐理课程中，零基础的学习者接受知识最舒服的，以及最通俗易懂的。,
12304268,初高数学,一数,数学,B站,BV147411K7xu,,
鹏城飞翔,Grammar in Use,昂克英文君,英语,b站,初级：https://www.bilibili.com/video/BV1tt411w72A
中级：https://www.bilibili.com/video/BV1C7411q7dD,将的很细致，适合从头系统学习语法的人,
苏同学,【梁湘潤八字】《子平概論全集》【（2011）全集】,梁湘潤,命理学,B站,https://b23.tv/uo6O4Az,梁湘潤大大讲命理学，讲得很细，清楚易懂，还可以排除对八字的偏见,
匿名吧,苏联亡党亡国20年祭,社科院纪录片,政治/历史/苏联,B站,https://www.bilibili.com/video/av499248601/,居安思危，作为党的教育纪录片。给喜欢政治和前苏联解体历史的同志推荐。,
曹达华,刑法学,罗翔,法学,哔站,,,
帝血シャナ,公共营养师—教材精讲（三级）,中国人力资源和社会保障出版集团有限公司职业培训教材出版分社,职业培训/公共营养师,中国职业培训在线,http://pxclass.px.xueyanshe.com/index/index/classIntro?id=261&type=7&gcode=100222019090349122900103,抱歉因为格式定死了，只能这样填。我其实是想推荐这个网站（中国职业培训在线：http://pxclass.px.xueyanshe.com/）来着，算是功能性网站，想考职业资格证书的可以看看，能免费查询职业技能标准（人社部认定的那些），上面也有很多免费课程（电工、焊工、家政服务、中式烹调等），不敢说能真正系统学习，但是当兴趣班学的话，完全够用，还是人社部下属国企的网站。,
吾皇不想玩,英语,都行,英语,无,,,
Doreamon,《职场餐桌礼仪》,王一块,社会学（不清楚这个应该分哪里- -）,B站,https://www.bilibili.com/video/BV1w3411k7iA?spm_id_from=333.999.0.0,但凡有过一次在这种商务宴请上一脸懵逼的经历，都会觉得这个up讲得真有用。希望大家都从心所欲而不逾矩^^,
钟声,CAD施工制图规范教程,室内设计自学室,建筑室内设计，建筑设计，CAD学习,B站,【CAD施工图制图规范教程【小白助理必备】-哔哩哔哩】 https://b23.tv/wgWlv2b,,
钟声,CAD施工制图深化设计制图规范,CAD室内设计仁厚,建筑室内设计，建筑设计，CAD学习,B站,【CAD施工图深化设计（全集48讲）-哔哩哔哩】 https://b23.tv/kF3PqDi,,
是小赞的粉丝啊,东西方文化溯源与东西方哲学,王东岳,哲学,无,,丰富知识，重建思考,
长弓,核辐射,无,无,无,无,,
jajijol,K线图教程,恐龙饲养员（又称班班）,财经股市,B站,https://space.bilibili.com/13449656/channel/detail?cid=113425&ctype=0,简单明了的K线图教程。很实用。,
哈哈,行吗,谢谢,大学,8,,,
人世间rsj,日语学习：新标日课程0到N1,教日语的阿飞老师,日语入门,B站,BV1Bp4y1D747,讲解详细，适合日语入门学习,
努li加餐饭,《建筑设计/室内设计》,王受之,《建筑设计/室内设计》,B站,https://space.bilibili.com/5679766?from=search&seid=2307643628004939310&spm_id_from=333.337.0.0, 上海科技大学创意与艺术学院副院长（当代很多大牌设计师是的老师）,
一只特立独行的猫喵喵,妇产科知识,六层楼先生,妇产科知识，女性健康,B站,直接在B站搜索就行,学到不少女性健康知识，希望更多的小姐妹看到，也希望男孩子可以多看看，保护好自己的女朋友。,
大大大园b,法考视频课,钟秀勇,法学,瑞达法考app,,针对法考的全程免费课程！,
14w个粉丝,虚幻引擎课程UE4,文峥老师,媒体艺术,B站,https://space.bilibili.com/476595099/?spm_id_from=333.999.0.0,美国罗切斯特理工（RIT）计算机图像设计专业毕业，厦大嘉庚数媒教研室主任兼VR实验室主任，副教授，IdN中国公司负责人。,
迷失幽魂,中小学(高中以下)所有课程包括音乐、美术、通用技术等基础课程,很多国家教育部精选,基础,国家中小学网络云平台,https://tongbu.eduyun.cn/tbkt/tbkthtml/1.html?xdcode=xd0001&njcode=njs001&xkcode=yuwen0,或许有人觉得多余，但这些知识是大学乃至人生后续学习的基础，如果这个阶段由于一些原因没好好学，想学的听不懂，可以从这里重新开始。当然这个课程对于成年人来说有些内容的确多余，但不要报有高傲不屑，我们每个人都是从这个阶段过来的，而且我们一些人在这个阶段的确某些方面停滞了，而且这种停滞影响到了后续发展，需要补，我是这样但这样的人肯定不止我一个。
返回去有很大的好处，你之前困惑无法理解的东西，在你回去在经历时你很容易就理解了，甚至有了新的感悟，甚至找到人生的方向，属于你自己的道路。,
8357251,零基础自学音乐学乐理,三分钟音乐社,音乐,B站,https://www.bilibili.com/video/BV12W411f7YF,是我看过的最好的最详细的乐理教学视频，老师举例得当，通俗易懂。,
天机阵皇昊,高中数学基础与解法全集（涵盖所有）|长期更新|从零开始拯救所有学渣！通俗易懂|竞赛国一保送生主讲|数学有救了|干货满满|,一数,高中数学,B站,https://www.bilibili.com/video/BV147411K7xu?from=search&seid=8045298360767945408&spm_id_from=333.337.0.0,专注公益教育的数学老师，十分可敬，建议也看看他一数公益下其他课程,
ly6170,史上最良心的电吉他教程【理论】,GC伊格尼斯,电吉他,B站,https://space.bilibili.com/68048227/channel/detail?cid=96076,理论讲的很清楚，最良心不足为过，就是偶尔会开个车,
巴骑士,陈鄂生量子力学习题,一无是处自老师,物理学,B站,https://www.bilibili.com/video/BV1JV411b7nZ?spm_id_from=333.999.0.0,只要考研考量子力学就是必刷的一本书，这个up几乎把这本书的所有题都作详细的讲解，适合看不太懂答案或者懒得看答案的同学刷题时观看。,
雄关再越,10分钟快速入门：计算机科学,Carrie Anne,计算机科学,B站,https://www.bilibili.com/video/BV1jE411871a?from=search&seid=3989420302739089397&spm_id_from=333.337.0.0,对计算机科学一个宏观的认识,
https://wxaurl.cn/VyVjcQncf3e,刑法学,罗翔,视频,无,,,
囚玉君,Cubase中文教程,音律屋,编曲,B站,https://www.bilibili.com/video/BV1K64y1Y7zM?p=1&share_medium=android&share_plat=android&share_session_id=21890ed9-aa9e-4b18-87b4-f82637297a63&share_source=WEIXIN&share_tag=s_i&timestamp=1639966814&unique_k=QD2axdL,适用于Cubase8、Cubase10.5、Cubase11等各个版本。课程永久更新。,
天天向上DDup,造价,*,*,无,,,
cza,数字图像处理,无,电子信息工程,无,,,
华宝Sir,【百集精品】史上最全数据恢复全套教程,Newtxin,计算机数据恢复/winhex,B站,https://www.bilibili.com/video/BV1aa4y1v7Tu?from=search&seid=8592539844899198992&spm_id_from=333.337.0.0,对winhex数据恢复打基础很有帮助，且老师可爱（算是吧hhc），而且进群可以免费领一些教程（就是群有点冷清）,
花栗鼠de,新教伦理与资本主义精神导读,郁喆隽,社会学,学习强国-慕课,,老师详细介绍韦伯生平和新教发展的背景，适合小白入门,
一生最爱犬夜叉,西方园林史,于冰沁,风景园林,,慕课,每节课老师都会根据各地区的文化特色来讲园林史,
途安,C++,,计算机,,https://www.bilibili.com/video/BV1et411b73Z,(空),
途安,古月 · ROS入门21讲,古月,机器人,,https://www.bilibili.com/video/BV1zt411G7Vn,学习ROS机器人操作系统最好的入门课程，旗下还有其他非常实用实例课程可以购买，而且很便宜,
途安,思维导图xmind百度脑图零基础小白从入门到精通精品视频教程,吴明,思维导图,,https://www.bilibili.com/video/BV19E411L7gB,(空),
慎和水谷,测绘学概论,宁津生,土木工程,,https://www.xuexi.cn/lgpage/detail/index.html?id=8505571661917395608,(空),
慎和水谷,中国服装史,贾玺增,服装设计,,https://www.xuexi.cn/lgpage/detail/index.html?id=15622293995474236608,(空),
慎和水谷,中华国学,张荣明,汉语言文学,,https://www.xuexi.cn/lgpage/detail/index.html?id=4146907619235024711,对于年轻一代的学子，学习国学不仅仅在于了解先贤哲人的思想和古代社会的道德体系，更在于用其中优秀的思想来提高我们的人文素养，完善道德修养，提升精神境界，进而重整社会秩序，振兴民族。,
慎和水谷,思辨式英文写作,唐磊,英语,,https://www.xuexi.cn/lgpage/detail/index.html?id=12708705322055075135,(空),
tkotw,算法与数据结构,闫学灿,计算机科学与技术,,https://space.bilibili.com/7836741,老师讲的很好，适合准备算法竞赛、公司笔试面试的同学听,
tkotw,算法与数据结构,闫学灿,计算机科学与技术,,https://www.acwing.com/activity/,老师讲的很好，适合准备算法竞赛、公司笔试面试的同学听,
qs-IHS-IN,运动仿真,刘宏新,CATIA数字样机,,超星尔雅学习通,手把手，小白也能变大神,
